@relation training_keyboard.arff-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C26-Llast

@attribute Pacman_posx numeric
@attribute Pacman_posy numeric
@attribute Number_ghosts numeric
@attribute Ghost1_Distance numeric
@attribute Ghost2_Distance numeric
@attribute Ghost3_Distance numeric
@attribute Ghost4_Distance numeric
@attribute Ghost1_Posx numeric
@attribute Ghost1_Posy numeric
@attribute Ghost2_Posx numeric
@attribute Ghost2_Posy numeric
@attribute Ghost3_Posx numeric
@attribute Ghost3_Posy numeric
@attribute Ghost4_Posx numeric
@attribute Ghost4_Posy numeric
@attribute Living_Ghost1 {True,False}
@attribute Living_Ghost2 {True,False}
@attribute Living_Ghost3 {True,False}
@attribute Living_Ghost4 {True,False}
@attribute Ghost1_Direction {North,South,East,West,Stop,None}
@attribute Ghost2_Direction {North,South,East,West,Stop,None}
@attribute Ghost3_Direction {North,South,East,West,Stop,None}
@attribute Ghost4_Direction {North,South,East,West,Stop,None}
@attribute pacDots numeric
@attribute Dist_nearest_pacDots numeric
@attribute Pacman_direction {North,South,East,West,Stop}
@attribute Score numeric
@attribute East_Legal {True,False}
@attribute West_Legal {True,False}
@attribute North_Legal {True,False}
@attribute South_Legal {True,False}
@attribute FutureScore numeric

@data
11,9,4,10000,1,13,11,1,1,12,9,22,11,20,11,False,True,True,True,Stop,West,West,West,113,1,East,985,True,True,True,True,1184
12,9,4,10000,10000,13,9,1,1,3,1,22,12,20,11,False,False,True,True,Stop,Stop,North,West,113,1,East,1184,True,True,True,True,1183
13,9,4,10000,10000,11,7,1,1,3,1,21,12,19,11,False,False,True,True,Stop,Stop,West,South,113,2,East,1183,True,True,True,True,1182
14,9,4,10000,10000,11,6,1,1,3,1,22,12,19,10,False,False,True,True,Stop,Stop,East,South,113,2,East,1182,True,True,True,True,1181
15,9,4,10000,10000,11,5,1,1,3,1,23,12,19,10,False,False,True,True,Stop,Stop,East,South,113,1,South,1181,True,True,True,True,1280
15,8,4,10000,10000,11,7,1,1,3,1,22,12,19,10,False,False,True,True,Stop,Stop,West,East,112,1,South,1280,True,True,True,True,1379
15,7,4,10000,10000,12,8,1,1,3,1,22,12,20,10,False,False,True,True,Stop,Stop,West,East,111,1,East,1379,True,True,True,True,1478
16,7,4,10000,10000,12,7,1,1,3,1,23,12,20,10,False,False,True,True,Stop,Stop,East,East,110,1,East,1478,True,True,True,True,1577
17,7,4,10000,10000,10,5,1,1,3,1,23,11,20,10,False,False,True,True,Stop,Stop,South,South,109,1,North,1577,True,True,True,True,1676
17,8,4,10000,10000,8,5,1,1,3,1,23,10,20,9,False,False,True,True,Stop,Stop,South,North,108,1,North,1676,True,True,True,True,1775
17,9,4,10000,10000,6,4,1,1,3,1,22,10,20,10,False,False,True,True,Stop,Stop,West,North,107,1,East,1775,True,True,True,True,1874
18,9,4,10000,10000,4,4,1,1,3,1,21,10,20,10,False,False,True,True,Stop,Stop,West,East,106,1,East,1874,True,True,True,True,1973
19,9,4,10000,10000,3,2,1,1,3,1,21,10,21,10,False,False,True,True,Stop,Stop,West,South,105,1,East,1973,True,True,True,True,2272
4,12,4,14,12,15,21,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,121,2,East,-1,True,True,False,True,-2
5,12,4,13,11,14,20,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,121,1,East,-2,True,True,False,True,-3
6,12,4,12,10,13,19,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,121,1,South,-3,True,True,False,True,96
6,11,4,11,9,14,18,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,120,1,East,96,True,True,True,True,195
7,11,4,10,8,13,17,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,119,1,East,195,True,True,True,True,194
8,11,4,9,7,12,16,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,119,1,South,194,True,True,True,True,193
8,10,4,8,6,13,15,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,119,1,South,193,True,True,True,True,292
8,9,4,7,5,14,14,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,118,1,West,292,True,True,True,True,391
7,9,4,8,6,15,15,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,117,1,South,391,True,True,True,True,490
7,8,4,7,5,16,16,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,116,1,South,490,True,True,True,True,589
7,7,4,6,4,17,17,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,115,1,South,589,True,True,True,True,688
7,6,4,5,5,18,18,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,114,1,South,688,True,True,True,True,787
7,5,4,4,6,19,19,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,113,1,South,787,True,True,True,True,886
7,4,4,3,7,20,20,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,112,1,South,886,True,True,True,True,985
7,3,4,2,8,21,21,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,111,1,East,985,True,True,True,False,1084
8,3,4,1,7,20,20,9,3,11,7,19,12,22,9,True,True,True,True,Stop,Stop,Stop,Stop,110,2,East,1084,True,True,True,False,1283
9,3,4,10000,6,19,19,1,1,11,7,19,12,22,9,False,True,True,True,Stop,Stop,Stop,Stop,110,1,East,1283,True,True,True,False,1382
10,3,4,10000,5,18,18,1,1,11,7,19,12,22,9,False,True,True,True,Stop,Stop,Stop,Stop,109,1,North,1382,True,True,True,False,1481
10,4,4,10000,4,17,17,1,1,11,7,19,12,22,9,False,True,True,True,Stop,Stop,Stop,Stop,108,1,East,1481,True,True,True,True,1580
11,4,4,10000,3,16,16,1,1,11,7,19,12,22,9,False,True,True,True,Stop,Stop,Stop,Stop,107,1,East,1580,True,True,True,True,1679
12,4,4,10000,4,15,15,1,1,11,7,19,12,22,9,False,True,True,True,Stop,Stop,Stop,Stop,106,1,North,1679,True,True,True,True,1778
12,5,4,10000,3,14,14,1,1,11,7,19,12,22,9,False,True,True,True,Stop,Stop,Stop,Stop,105,1,West,1778,True,True,True,True,1877
11,5,4,10000,2,15,15,1,1,11,7,19,12,22,9,False,True,True,True,Stop,Stop,Stop,Stop,104,1,West,1877,True,True,True,True,1976
10,5,4,10000,3,16,16,1,1,11,7,19,12,22,9,False,True,True,True,Stop,Stop,Stop,Stop,103,1,North,1976,True,True,True,True,2075
10,6,4,10000,2,15,15,1,1,11,7,19,12,22,9,False,True,True,True,Stop,Stop,Stop,Stop,102,1,North,2075,True,True,True,True,2174
10,7,4,10000,1,14,14,1,1,11,7,19,12,22,9,False,True,True,True,Stop,Stop,Stop,Stop,101,1,East,2174,True,True,True,True,2373
11,7,4,10000,10000,13,13,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,101,1,East,2373,True,True,True,True,2472
12,7,4,10000,10000,12,12,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,100,1,North,2472,True,True,True,True,2571
12,8,4,10000,10000,11,11,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,99,1,West,2571,True,True,True,True,2670
11,8,4,10000,10000,12,12,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,98,1,West,2670,True,True,True,True,2769
10,8,4,10000,10000,13,13,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,97,1,North,2769,True,True,True,True,2868
10,9,4,10000,10000,12,12,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,96,1,North,2868,True,True,True,True,2967
10,10,4,10000,10000,11,13,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,95,1,North,2967,True,True,True,True,3066
10,11,4,10000,10000,10,14,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,94,1,East,3066,True,True,True,True,3165
11,11,4,10000,10000,9,13,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,93,1,East,3165,True,True,True,True,3264
12,11,4,10000,10000,8,12,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,92,1,East,3264,True,True,True,True,3263
13,11,4,10000,10000,7,11,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,92,2,East,3263,True,True,True,True,3262
14,11,4,10000,10000,6,10,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,92,1,East,3262,True,True,True,True,3361
15,11,4,10000,10000,5,9,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,91,1,East,3361,True,True,True,True,3460
16,11,4,10000,10000,4,8,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,90,1,East,3460,True,True,True,True,3559
17,11,4,10000,10000,3,7,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,89,1,North,3559,True,True,True,True,3658
17,12,4,10000,10000,2,8,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,88,1,East,3658,True,True,False,True,3757
18,12,4,10000,10000,1,7,1,1,3,1,19,12,22,9,False,False,True,True,Stop,Stop,Stop,Stop,87,2,East,3757,True,True,False,True,3956
19,12,4,10000,10000,10000,6,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,87,1,East,3956,True,True,False,True,4055
20,12,4,10000,10000,10000,5,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,86,1,South,4055,True,True,False,True,4154
20,11,4,10000,10000,10000,4,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,85,1,East,4154,True,True,True,True,4253
21,11,4,10000,10000,10000,3,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,84,1,East,4253,True,True,True,True,4352
22,11,4,10000,10000,10000,2,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,83,1,South,4352,True,True,True,True,4451
22,10,4,10000,10000,10000,1,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,82,1,West,4451,True,True,True,True,4550
21,10,4,10000,10000,10000,2,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,81,1,West,4550,True,True,True,True,4649
20,10,4,10000,10000,10000,3,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,80,1,South,4649,True,True,True,True,4748
20,9,4,10000,10000,10000,2,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,79,1,South,4748,True,True,True,True,4847
20,8,4,10000,10000,10000,3,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,78,1,South,4847,True,True,True,True,4946
20,7,4,10000,10000,10000,4,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,77,1,East,4946,True,True,True,True,5045
21,7,4,10000,10000,10000,3,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,76,1,East,5045,True,True,True,True,5144
22,7,4,10000,10000,10000,2,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,75,1,East,5144,True,True,True,True,5143
23,7,4,10000,10000,10000,3,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,75,2,North,5143,False,True,True,True,5142
23,8,4,10000,10000,10000,2,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,75,1,North,5142,False,True,True,True,5141
23,9,4,10000,10000,10000,1,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,75,2,North,5141,False,True,True,True,5140
23,10,4,10000,10000,10000,2,1,1,3,1,5,1,22,9,False,False,False,True,Stop,Stop,Stop,Stop,75,3,West,5140,False,True,True,True,5139
12,10,4,11,8,4,3,4,7,6,12,12,6,13,13,True,True,True,True,West,East,West,West,1,7,East,-2,True,True,True,True,-3
13,10,4,13,10,6,5,4,6,6,13,11,6,12,13,True,True,True,True,South,North,West,West,1,6,North,-3,True,True,True,True,-4
13,11,4,13,8,7,5,4,7,6,12,11,6,11,13,True,True,True,True,North,South,West,North,1,7,North,-4,True,True,True,True,-5
13,12,4,15,8,9,5,4,6,6,13,10,6,11,14,True,True,True,True,South,North,West,West,1,8,North,-5,True,True,True,True,-6
13,13,4,15,6,9,5,4,7,7,13,11,6,10,14,True,True,True,True,North,East,East,West,1,9,North,-6,True,True,True,True,-7
13,14,4,17,8,11,5,4,6,6,13,11,5,9,14,True,True,True,True,South,West,South,West,1,10,West,-7,True,True,False,True,-8
12,14,4,16,6,9,5,4,6,6,14,12,5,8,14,True,True,True,True,South,North,East,South,1,11,West,-8,True,True,False,True,-9
11,14,4,14,4,11,4,5,6,7,14,12,4,8,13,True,True,True,True,East,East,South,South,1,12,West,-9,True,True,False,True,-10
10,14,4,13,3,11,4,5,6,7,14,11,4,8,13,True,True,True,True,East,East,West,West,1,13,West,-10,True,True,False,True,-11
9,14,4,13,3,13,4,5,5,6,14,11,3,7,13,True,True,True,True,South,West,South,West,1,14,West,-11,True,True,False,True,-12
8,14,4,12,2,13,3,5,5,6,14,10,3,6,13,True,True,True,True,South,West,West,West,1,15,West,-12,True,True,False,True,-13
7,14,4,11,2,14,2,5,5,6,13,10,3,6,13,True,True,True,True,South,South,West,West,1,16,West,-13,True,True,False,True,186
6,14,4,10,10000,14,1,5,5,3,1,10,4,6,13,True,False,True,True,South,Stop,North,West,1,17,South,186,True,True,False,True,385
6,13,4,9,10000,14,10000,5,5,3,1,10,3,7,1,True,False,True,False,South,Stop,South,Stop,1,16,South,385,True,True,True,True,384
6,12,4,9,10000,12,10000,5,4,3,1,9,3,7,1,True,False,True,False,South,Stop,West,Stop,1,15,South,384,True,True,True,True,383
6,11,4,9,10000,12,10000,4,4,3,1,10,3,7,1,True,False,True,False,West,Stop,East,Stop,1,14,South,383,True,True,True,True,382
6,10,4,9,10000,10,10000,4,3,3,1,10,4,7,1,True,False,True,False,South,Stop,North,Stop,1,13,South,382,True,False,True,True,381
6,9,4,7,10000,8,10000,4,4,3,1,9,4,7,1,True,False,True,False,North,Stop,West,Stop,1,12,South,381,True,True,True,True,380
6,8,4,5,10000,8,10000,5,4,3,1,10,4,7,1,True,False,True,False,East,Stop,East,Stop,1,13,South,380,True,True,True,True,379
6,7,4,5,10000,6,10000,4,4,3,1,9,4,7,1,True,False,True,False,West,Stop,West,Stop,1,14,South,379,True,True,True,True,378
6,6,4,5,10000,4,10000,4,3,3,1,8,4,7,1,True,False,True,False,South,Stop,West,Stop,1,15,South,378,True,True,True,True,377
6,5,4,4,10000,2,10000,4,3,3,1,7,4,7,1,True,False,True,False,South,Stop,West,Stop,1,16,West,377,True,True,True,True,376
5,5,4,2,10000,4,10000,4,4,3,1,8,4,7,1,True,False,True,False,North,Stop,East,Stop,1,17,West,376,True,True,True,True,575
4,5,4,10000,10000,6,10000,1,1,3,1,8,3,7,1,False,False,True,False,Stop,Stop,South,Stop,1,18,South,575,True,True,True,True,574
4,4,4,10000,10000,4,10000,1,1,3,1,8,4,7,1,False,False,True,False,Stop,Stop,North,Stop,1,19,South,574,True,True,True,True,573
4,3,4,10000,10000,6,10000,1,1,3,1,9,4,7,1,False,False,True,False,Stop,Stop,East,Stop,1,20,East,573,True,True,True,False,572
5,3,4,10000,10000,5,10000,1,1,3,1,9,4,7,1,False,False,True,False,Stop,Stop,East,Stop,1,19,East,572,True,True,True,False,571
6,3,4,10000,10000,3,10000,1,1,3,1,8,4,7,1,False,False,True,False,Stop,Stop,West,Stop,1,18,East,571,True,True,True,False,570
7,3,4,10000,10000,2,10000,1,1,3,1,8,4,7,1,False,False,True,False,Stop,Stop,West,Stop,1,17,East,570,True,True,True,False,569
12,10,4,11,9,5,3,5,6,5,12,13,6,13,12,True,True,True,True,Stop,Stop,Stop,Stop,1,7,East,-2,True,True,True,True,-3
13,10,4,12,10,4,2,5,6,5,12,13,6,13,12,True,True,True,True,Stop,Stop,Stop,Stop,1,6,North,-3,True,True,True,True,-4
13,11,4,13,9,5,1,5,6,5,12,13,6,13,12,True,True,True,True,Stop,Stop,Stop,Stop,1,7,North,-4,True,True,True,True,195
13,12,4,14,8,6,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,8,West,195,True,True,True,True,194
12,12,4,13,7,7,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,9,West,194,True,True,True,True,193
11,12,4,12,6,8,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,10,West,193,True,True,True,True,192
10,12,4,11,5,9,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,11,West,192,True,True,True,True,191
9,12,4,10,4,10,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,12,West,191,True,True,True,True,190
8,12,4,9,3,11,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,13,West,190,True,True,True,True,189
7,12,4,8,2,12,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,14,West,189,True,True,True,True,188
6,12,4,7,1,13,10000,5,6,5,12,13,6,7,1,True,True,True,False,Stop,Stop,Stop,Stop,1,15,West,188,True,True,True,True,387
5,12,4,6,10000,14,10000,5,6,3,1,13,6,7,1,True,False,True,False,Stop,Stop,Stop,Stop,1,16,East,387,True,True,True,True,386
6,12,4,7,10000,13,10000,5,6,3,1,13,6,7,1,True,False,True,False,Stop,Stop,Stop,Stop,1,15,East,386,True,True,True,True,385
7,12,4,8,10000,12,10000,5,6,3,1,13,6,7,1,True,False,True,False,Stop,Stop,Stop,Stop,1,14,South,385,True,True,True,True,384
7,11,4,7,10000,11,10000,5,6,3,1,13,6,7,1,True,False,True,False,Stop,Stop,Stop,Stop,1,13,South,384,True,True,True,True,383
7,10,4,6,10000,10,10000,5,6,3,1,13,6,7,1,True,False,True,False,Stop,Stop,Stop,Stop,1,12,South,383,True,True,True,True,382
7,9,4,5,10000,9,10000,5,6,3,1,13,6,7,1,True,False,True,False,Stop,Stop,Stop,Stop,1,11,West,382,True,True,True,True,381
6,9,4,4,10000,10,10000,5,6,3,1,13,6,7,1,True,False,True,False,Stop,Stop,Stop,Stop,1,12,West,381,True,True,True,True,380
5,9,4,3,10000,11,10000,5,6,3,1,13,6,7,1,True,False,True,False,Stop,Stop,Stop,Stop,1,13,South,380,True,True,False,True,379
5,8,4,2,10000,10,10000,5,6,3,1,13,6,7,1,True,False,True,False,Stop,Stop,Stop,Stop,1,14,South,379,True,True,True,True,378
5,7,4,1,10000,9,10000,5,6,3,1,13,6,7,1,True,False,True,False,Stop,Stop,Stop,Stop,1,15,South,378,True,True,True,True,577
5,6,4,10000,10000,8,10000,1,1,3,1,13,6,7,1,False,False,True,False,Stop,Stop,Stop,Stop,1,16,East,577,True,True,True,True,576
6,6,4,10000,10000,7,10000,1,1,3,1,13,6,7,1,False,False,True,False,Stop,Stop,Stop,Stop,1,15,East,576,True,True,True,True,575
7,6,4,10000,10000,6,10000,1,1,3,1,13,6,7,1,False,False,True,False,Stop,Stop,Stop,Stop,1,14,East,575,True,True,True,True,574
8,6,4,10000,10000,5,10000,1,1,3,1,13,6,7,1,False,False,True,False,Stop,Stop,Stop,Stop,1,13,East,574,True,True,True,True,573
9,6,4,10000,10000,4,10000,1,1,3,1,13,6,7,1,False,False,True,False,Stop,Stop,Stop,Stop,1,12,East,573,True,True,True,True,572
10,6,4,10000,10000,3,10000,1,1,3,1,13,6,7,1,False,False,True,False,Stop,Stop,Stop,Stop,1,11,East,572,True,True,True,True,571
11,6,4,10000,10000,2,10000,1,1,3,1,13,6,7,1,False,False,True,False,Stop,Stop,Stop,Stop,1,10,East,571,True,True,True,True,570
14,1,4,16,13,12,15,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,229,1,West,-1,True,True,False,False,98
13,1,4,15,12,13,16,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,228,1,West,98,True,True,False,False,197
12,1,4,14,13,14,17,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,227,1,West,197,True,True,True,False,296
11,1,4,13,14,15,18,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,226,1,West,296,True,True,False,False,395
10,1,4,12,15,16,19,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,225,1,West,395,True,True,False,False,494
9,1,4,13,16,17,20,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,224,1,West,494,True,True,False,False,593
8,1,4,14,17,18,21,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,223,1,West,593,True,True,False,False,692
7,1,4,15,18,19,22,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,222,1,West,692,True,True,False,False,791
6,1,4,16,19,20,23,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,221,1,West,791,True,True,False,False,890
5,1,4,17,20,21,24,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,220,1,West,890,True,True,False,False,989
4,1,4,18,21,22,25,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,219,1,West,989,True,True,False,False,1088
3,1,4,19,22,23,26,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,218,1,West,1088,True,True,False,False,1187
2,1,4,20,23,24,27,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,217,1,West,1187,True,True,False,False,1286
1,1,4,21,24,25,28,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,216,1,North,1286,True,False,True,False,1385
1,2,4,20,23,24,27,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,215,1,North,1385,False,False,True,True,1484
1,3,4,19,22,23,26,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,214,1,East,1484,True,False,False,True,1583
2,3,4,18,21,22,25,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,213,1,East,1583,True,True,False,False,1682
3,3,4,17,20,21,24,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,212,1,East,1682,True,True,True,False,1781
4,3,4,16,19,20,23,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,211,1,East,1781,True,True,False,False,1880
5,3,4,15,18,19,22,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,210,1,East,1880,True,True,False,False,1979
6,3,4,14,17,18,21,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,209,1,North,1979,False,True,True,False,2078
6,4,4,13,16,17,20,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,208,1,North,2078,False,False,True,True,2177
6,5,4,12,15,16,19,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,207,1,North,2177,False,False,True,True,2276
6,6,4,11,14,15,18,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,206,1,North,2276,True,False,True,True,2375
6,7,4,10,13,14,17,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,205,1,North,2375,False,False,True,True,2474
6,8,4,9,12,13,16,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,204,1,North,2474,False,False,True,True,2573
6,9,4,8,11,12,15,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,203,1,North,2573,True,True,True,True,2672
6,10,4,7,10,11,14,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,202,1,North,2672,False,False,True,True,2771
6,11,4,6,9,10,13,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,201,1,North,2771,False,False,True,True,2870
6,12,4,5,8,9,12,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,200,1,North,2870,False,False,True,True,2969
6,13,4,4,7,8,11,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,199,1,East,2969,True,True,True,True,2968
7,13,4,3,6,7,10,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,199,2,East,2968,True,True,False,False,2967
8,13,4,2,5,6,9,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,199,3,North,2967,False,True,True,True,2966
8,14,4,3,6,7,10,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,199,2,North,2966,False,False,True,True,2965
8,15,4,4,7,8,11,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,199,2,East,2965,True,False,False,True,2964
9,15,4,3,6,7,10,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,199,3,East,2964,True,True,False,False,2963
10,15,4,2,5,6,9,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,199,3,East,2963,True,True,False,False,2962
11,15,4,3,4,5,8,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,199,3,East,2962,True,True,False,False,2961
12,15,4,4,3,4,7,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,199,3,East,2961,True,True,True,False,2960
13,15,4,5,2,3,6,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,199,4,East,2960,True,True,False,True,2959
14,15,4,6,3,2,5,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,199,4,South,2959,True,True,False,True,2958
14,14,4,5,2,1,4,10,13,13,13,14,13,17,13,True,True,True,True,Stop,Stop,Stop,Stop,199,5,South,2958,False,True,True,True,3157
14,13,4,4,1,10000,3,10,13,13,13,5,1,17,13,True,True,False,True,Stop,Stop,Stop,Stop,199,5,West,3157,True,True,True,False,3356
13,13,4,3,10000,10000,4,10,13,3,1,5,1,17,13,True,False,False,True,Stop,Stop,Stop,Stop,199,5,West,3356,True,True,True,False,3355
12,13,4,2,10000,10000,5,10,13,3,1,5,1,17,13,True,False,False,True,Stop,Stop,Stop,Stop,199,4,West,3355,True,True,False,False,3354
11,13,4,1,10000,10000,6,10,13,3,1,5,1,17,13,True,False,False,True,Stop,Stop,Stop,Stop,199,4,West,3354,True,True,False,False,3553
10,13,4,10000,10000,10000,7,1,1,3,1,5,1,17,13,False,False,False,True,Stop,Stop,Stop,Stop,199,4,East,3553,True,False,False,False,3552
11,13,4,10000,10000,10000,6,1,1,3,1,5,1,17,13,False,False,False,True,Stop,Stop,Stop,Stop,199,4,East,3552,True,True,False,False,3551
12,13,4,10000,10000,10000,5,1,1,3,1,5,1,17,13,False,False,False,True,Stop,Stop,Stop,Stop,199,4,East,3551,True,True,False,False,3550
13,13,4,10000,10000,10000,4,1,1,3,1,5,1,17,13,False,False,False,True,Stop,Stop,Stop,Stop,199,5,East,3550,True,True,True,False,3549
